FID,codigo,empreendimento,subeixo,tipo,orgao_responsavel,executor,unidade_federativa,municipio,investimento_previsto,observacao,estagio,data_de_referencia,geometria,count
cidadeshistoricas.fid-26cf0271_1568a41ff06_-24c5,65308,Etapa final da restauração do Casarão do Clube União Operária e anexo,Cidade Melhor,Cidades Históricas,Ministério da Cultura,IPHAN,SC,LAGUNA,--,Valor não divulgado em razão da possibilidade de uso do Regime Diferenciado de Contratação - RDC.,Ação preparatória,30 de Junho de 2015,POINT (-48.781 -28.483),0
cidadeshistoricas.fid-26cf0271_1568a41ff06_-24c4,65309,Restauração da Casa de Anita Garibaldi,Cidade Melhor,Cidades Históricas,Ministério da Cultura,IPHAN,SC,LAGUNA,--,Valor não divulgado em razão da possibilidade de uso do Regime Diferenciado de Contratação - RDC.,Ação preparatória,30 de Junho de 2015,POINT (-48.781 -28.483),0
cidadeshistoricas.fid-26cf0271_1568a41ff06_-24c3,65310,Restauração do Sobrado da Sociedade Musical Carlos Gomes,Cidade Melhor,Cidades Históricas,Ministério da Cultura,Município,SC,LAGUNA,--,Valor não divulgado em razão da possibilidade de uso do Regime Diferenciado de Contratação - RDC.,Ação preparatória,30 de Junho de 2015,POINT (-48.781 -28.483),0
cidadeshistoricas.fid-26cf0271_1568a41ff06_-24c2,65311,Restauração da Casa Candemil - Arquivo Público Municipal,Cidade Melhor,Cidades Históricas,Ministério da Cultura,IPHAN,SC,LAGUNA,--,Valor não divulgado em razão da possibilidade de uso do Regime Diferenciado de Contratação - RDC.,Ação preparatória,30 de Junho de 2015,POINT (-48.781 -28.483),0
cidadeshistoricas.fid-26cf0271_1568a41ff06_-24c1,65312,Restauração da Antiga subestação de energia,Cidade Melhor,Cidades Históricas,Ministério da Cultura,Município,SC,LAGUNA,--,Valor não divulgado em razão da possibilidade de uso do Regime Diferenciado de Contratação - RDC.,Ação preparatória,30 de Junho de 2015,POINT (-48.781 -28.483),0
cidadeshistoricas.fid-26cf0271_1568a41ff06_-24c0,65313,Restauração do Casarão da Sociedade Recreativa Clube Congresso,Cidade Melhor,Cidades Históricas,Ministério da Cultura,Município,SC,LAGUNA,--,Valor não divulgado em razão da possibilidade de uso do Regime Diferenciado de Contratação - RDC.,Ação preparatória,30 de Junho de 2015,POINT (-48.781 -28.483),0
cidadeshistoricas.fid-26cf0271_1568a41ff06_-24bf,65314,Restauração da Antiga Estação Ferroviária e agenciamento do entorno,Cidade Melhor,Cidades Históricas,Ministério da Cultura,IPHAN,SC,LAGUNA,--,Valor não divulgado em razão da possibilidade de uso do Regime Diferenciado de Contratação - RDC.,Ação preparatória,30 de Junho de 2015,POINT (-48.781 -28.483),0
cidadeshistoricas.fid-26cf0271_1568a41ff06_-24be,65315,Restauração do Casarão do Clube Blondin,Cidade Melhor,Cidades Históricas,Ministério da Cultura,Município,SC,LAGUNA,--,Valor não divulgado em razão da possibilidade de uso do Regime Diferenciado de Contratação - RDC.,Ação preparatória,30 de Junho de 2015,POINT (-48.781 -28.483),0
cidadeshistoricas.fid-26cf0271_1568a41ff06_-24bd,65316,Restauração do Complexo Ferroviário - projetos complementares e executivos,Cidade Melhor,Cidades Históricas,Ministério da Cultura,IPHAN,SE,ARACAJU,--,Valor não divulgado em razão da possibilidade de uso do Regime Diferenciado de Contratação - RDC.,Ação preparatória,30 de Junho de 2015,POINT (-37.072 -10.911),0
cidadeshistoricas.fid-26cf0271_1568a41ff06_-24bc,65317,Requalificação da Praça dos Expedicionários (5.822-05 m²) e entorno (2.131-00 m),Cidade Melhor,Cidades Históricas,Ministério da Cultura,Município,SE,ARACAJU,--,Valor não divulgado em razão da possibilidade de uso do Regime Diferenciado de Contratação - RDC.,Em licitação de projeto,30 de Junho de 2015,POINT (-37.072 -10.911),0
cidadeshistoricas.fid-26cf0271_1568a41ff06_-24bb,65318,Restauração do Sobrado do Balcão Corrido,Cidade Melhor,Cidades Históricas,Ministério da Cultura,Estado,SE,SÃO CRISTÓVÃO,--,Valor não divulgado em razão da possibilidade de uso do Regime Diferenciado de Contratação - RDC.,Ação preparatória,30 de Junho de 2015,POINT (-37.206 -11.015),0
cidadeshistoricas.fid-26cf0271_1568a41ff06_-24ba,65319,Restauração da Sede da Prefeitura Municipal,Cidade Melhor,Cidades Históricas,Ministério da Cultura,Estado,SE,SÃO CRISTÓVÃO,--,Valor não divulgado em razão da possibilidade de uso do Regime Diferenciado de Contratação - RDC.,Ação preparatória,30 de Junho de 2015,POINT (-37.206 -11.015),0
cidadeshistoricas.fid-26cf0271_1568a41ff06_-24b9,65320,Restauração da Antiga Casa de Câmara e Cadeia,Cidade Melhor,Cidades Históricas,Ministério da Cultura,Estado,SE,SÃO CRISTÓVÃO,--,Valor não divulgado em razão da possibilidade de uso do Regime Diferenciado de Contratação - RDC.,Ação preparatória,30 de Junho de 2015,POINT (-37.206 -11.015),0
cidadeshistoricas.fid-26cf0271_1568a41ff06_-24b8,65321,Restauração da Igreja N. Sra. do Amparo,Cidade Melhor,Cidades Históricas,Ministério da Cultura,IPHAN,SE,SÃO CRISTÓVÃO,--,Valor não divulgado em razão da possibilidade de uso do Regime Diferenciado de Contratação - RDC.,Ação preparatória,30 de Junho de 2015,POINT (-37.206 -11.015),0
cidadeshistoricas.fid-26cf0271_1568a41ff06_-24b7,65322,Restauração dos prédios da Estação Ferroviária e Capelinha  e requalificacão urbanístrica de sua esplanada,Cidade Melhor,Cidades Históricas,Ministério da Cultura,Estado,SE,SÃO CRISTÓVÃO,--,Valor não divulgado em razão da possibilidade de uso do Regime Diferenciado de Contratação - RDC.,Ação preparatória,30 de Junho de 2015,POINT (-37.206 -11.015),0
cidadeshistoricas.fid-26cf0271_1568a41ff06_-24b6,65323,Restauração da Igreja Nossa Senhora do Rosário,Cidade Melhor,Cidades Históricas,Ministério da Cultura,IPHAN,SE,SÃO CRISTÓVÃO,--,Valor não divulgado em razão da possibilidade de uso do Regime Diferenciado de Contratação - RDC.,Em licitação de projeto,30 de Junho de 2015,POINT (-37.206 -11.015),0
cidadeshistoricas.fid-26cf0271_1568a41ff06_-24b5,65324,Restauração do Convento São Francisco,Cidade Melhor,Cidades Históricas,Ministério da Cultura,Estado,SE,SÃO CRISTÓVÃO,--,Valor não divulgado em razão da possibilidade de uso do Regime Diferenciado de Contratação - RDC.,Em licitação de projeto,30 de Junho de 2015,POINT (-37.206 -11.015),0
cidadeshistoricas.fid-26cf0271_1568a41ff06_-24b4,65325,Restauração do Museu de Arte Sacra de São Cristóvão,Cidade Melhor,Cidades Históricas,Ministério da Cultura,Estado,SE,SÃO CRISTÓVÃO,--,Valor não divulgado em razão da possibilidade de uso do Regime Diferenciado de Contratação - RDC.,Em licitação de projeto,30 de Junho de 2015,POINT (-37.206 -11.015),0
cidadeshistoricas.fid-26cf0271_1568a41ff06_-24b3,65326,Restauração da Antiga Casa de Fundição - Museu Histórico Municipal,Cidade Melhor,Cidades Históricas,Ministério da Cultura,IPHAN,SP,IGUAPE,--,,Em obras,30 de Junho de 2015,POINT (-47.555 -24.708),0
cidadeshistoricas.fid-26cf0271_1568a41ff06_-24b2,65327,Restauração do Sobrado dos Toledos - Atendimento ao Turista,Cidade Melhor,Cidades Históricas,Ministério da Cultura,IPHAN,SP,IGUAPE,--,Valor não divulgado em razão da possibilidade de uso do Regime Diferenciado de Contratação - RDC.,Ação preparatória,30 de Junho de 2015,POINT (-47.555 -24.708),0
cidadeshistoricas.fid-26cf0271_1568a41ff06_-24b1,65328,Restauração do Sobrado do Paço Municipal,Cidade Melhor,Cidades Históricas,Ministério da Cultura,IPHAN,SP,IGUAPE,--,Valor não divulgado em razão da possibilidade de uso do Regime Diferenciado de Contratação - RDC.,Ação preparatória,30 de Junho de 2015,POINT (-47.555 -24.708),0
cidadeshistoricas.fid-26cf0271_1568a41ff06_-24b0,65329,Restauração da Garagem das Locomotivas,Cidade Melhor,Cidades Históricas,Ministério da Cultura,Município,SP,SANTO ANDRÉ,--,,Em obras,30 de Junho de 2015,POINT (-46.538 -23.664),0
cidadeshistoricas.fid-26cf0271_1568a41ff06_-24af,65330,"""Restauro das Oficinas de manutenção das antigas """"""""SPR"""""""" e """"""""RFFSA""""""""""",Cidade Melhor,Cidades Históricas,Ministério da Cultura,Município,SP,SANTO ANDRÉ,--,,Em obras,30 de Junho de 2015,POINT (-46.538 -23.664),0
cidadeshistoricas.fid-26cf0271_1568a41ff06_-24ae,65331,Restauro do Almoxarifado da Antiga SPR,Cidade Melhor,Cidades Históricas,Ministério da Cultura,Município,SP,SANTO ANDRÉ,--,,Em obras,30 de Junho de 2015,POINT (-46.538 -23.664),0
cidadeshistoricas.fid-26cf0271_1568a41ff06_-24ad,65332,Restauração da Antiga Sede da Associação Recreativa Lyra da Serra (Cine Lyra) - Cinema,Cidade Melhor,Cidades Históricas,Ministério da Cultura,Município,SP,SANTO ANDRÉ,--,Valor não divulgado em razão da possibilidade de uso do Regime Diferenciado de Contratação - RDC.,Ação preparatória,30 de Junho de 2015,POINT (-46.538 -23.664),0
cidadeshistoricas.fid-26cf0271_1568a41ff06_-24ac,65333,Restauração do Campo de Futebol - Serrano Atlético Clube (1903),Cidade Melhor,Cidades Históricas,Ministério da Cultura,Município,SP,SANTO ANDRÉ,--,Valor não divulgado em razão da possibilidade de uso do Regime Diferenciado de Contratação - RDC.,Ação preparatória,30 de Junho de 2015,POINT (-46.538 -23.664),0
cidadeshistoricas.fid-26cf0271_1568a41ff06_-24ab,65334,Reconstrução de imóvel incendiado na região do Hospital Velho (R. Dr. Marun- 313),Cidade Melhor,Cidades Históricas,Ministério da Cultura,Município,SP,SANTO ANDRÉ,--,Valor não divulgado em razão da possibilidade de uso do Regime Diferenciado de Contratação - RDC.,Em licitação de projeto,30 de Junho de 2015,POINT (-46.538 -23.664),0
cidadeshistoricas.fid-26cf0271_1568a41ff06_-24aa,65335,Restauração da Casa de engenheiro (Atual Biblioteca),Cidade Melhor,Cidades Históricas,Ministério da Cultura,Município,SP,SANTO ANDRÉ,--,,Em obras,30 de Junho de 2015,POINT (-46.538 -23.664),0
cidadeshistoricas.fid-26cf0271_1568a41ff06_-24a9,65336,Etapa 1 - Restauração de 93 imóveis - Vila Martin Smith,Cidade Melhor,Cidades Históricas,Ministério da Cultura,Município,SP,SANTO ANDRÉ,--,,Em obras,30 de Junho de 2015,POINT (-46.538 -23.664),0
cidadeshistoricas.fid-26cf0271_1568a41ff06_-24a8,65337,Etapas 2 e 3 - Restauração de 149 imóveis - Vila Martin Smith,Cidade Melhor,Cidades Históricas,Ministério da Cultura,Município,SP,SANTO ANDRÉ,--,,Em obras,30 de Junho de 2015,POINT (-46.538 -23.664),0
cidadeshistoricas.fid-26cf0271_1568a41ff06_-24a7,65338,Requalificação urbanística do centro histórico - 2ª fase -R Monsenhor Ignácio Gióia- Cel. Dopmingues de Castro e R Cônego Costa Bueno,Cidade Melhor,Cidades Históricas,Ministério da Cultura,Município,SP,SÃO LUÍS DO PARAITINGA,--,Valor não divulgado em razão da possibilidade de uso do Regime Diferenciado de Contratação - RDC.,Em licitação de projeto,30 de Junho de 2015,POINT (-45.31 -23.222),0
cidadeshistoricas.fid-26cf0271_1568a41ff06_-24a6,65339,Requalificação urbanística da margem do Rio Paraitinga no trecho da Rua do Carvalho -  Rua da Música,Cidade Melhor,Cidades Históricas,Ministério da Cultura,Município,SP,SÃO LUÍS DO PARAITINGA,--,,Em obras,30 de Junho de 2015,POINT (-45.31 -23.222),0
cidadeshistoricas.fid-26cf0271_1568a41ff06_-24a5,65340,Requalificação da encosta do trecho da Rua do Carvalho,Cidade Melhor,Cidades Históricas,Ministério da Cultura,Município,SP,SÃO LUÍS DO PARAITINGA,--,Valor não divulgado em razão da possibilidade de uso do Regime Diferenciado de Contratação - RDC.,Ação preparatória,30 de Junho de 2015,POINT (-45.31 -23.222),0
cidadeshistoricas.fid-26cf0271_1568a41ff06_-24a4,65341,Implantação do paisagismo do bosque Oswaldo Cruz  - 2ª fase,Cidade Melhor,Cidades Históricas,Ministério da Cultura,Município,SP,SÃO LUÍS DO PARAITINGA,--,Valor não divulgado em razão da possibilidade de uso do Regime Diferenciado de Contratação - RDC.,Ação preparatória,30 de Junho de 2015,POINT (-45.31 -23.222),0
cidadeshistoricas.fid-26cf0271_1568a41ff06_-24a3,64937,Requalificação urbanística da  Praça Adalberto Vale - acessibilidade- iluminação- sinalização e paisagismo,Cidade Melhor,Cidades Históricas,Ministério da Cultura,Município,AM,MANAUS,--,,Em obras,30 de Junho de 2015,POINT (-60.025 -3.102),0
cidadeshistoricas.fid-26cf0271_1568a41ff06_-24a2,64963,Restauração da Igreja do Santíssimo Sacramento da Rua do Passo,Cidade Melhor,Cidades Históricas,Ministério da Cultura,IPHAN,BA,SALVADOR,--,,Em obras,30 de Junho de 2015,POINT (-38.511 -12.971),0
cidadeshistoricas.fid-26cf0271_1568a41ff06_-24a1,64978,Restauração de edificações do Conjunto da Rua da  Conceição da Praia,Cidade Melhor,Cidades Históricas,Ministério da Cultura,IPHAN,BA,SALVADOR,--,,Em obras,30 de Junho de 2015,POINT (-38.511 -12.971),0
cidadeshistoricas.fid-26cf0271_1568a41ff06_-24a0,65149,Restauração da Casa do Conde de Santa Marinha e do Galpão da antiga oficina - Casa do Patrimônio - IPHAN,Cidade Melhor,Cidades Históricas,Ministério da Cultura,IPHAN,MG,BELO HORIZONTE,--,,Em obras,30 de Junho de 2015,POINT (-43.956 -19.817),0
cidadeshistoricas.fid-26cf0271_1568a41ff06_-249f,65180,Restauração do Mercado de Peixe do Ver-o-Peso - Etapa final,Cidade Melhor,Cidades Históricas,Ministério da Cultura,IPHAN,PA,BELÉM,--,,Concluído,30 de Junho de 2015,POINT (-48.504 -1.456),0
cidadeshistoricas.fid-26cf0271_1568a41ff06_-249e,65293,Finalização da restauração do Teatro Esperança,Cidade Melhor,Cidades Históricas,Ministério da Cultura,Município,RS,JAGUARÃO,--,,Em obras,30 de Junho de 2015,POINT (-53.376 -32.566),0
